Symbol,Name,Sector,Industry
KMI,Kinder Morgan Inc. Common Stock,Utilities,Natural Gas Distribution
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,Finance,Property-Casualty Insurers
KMPR,Kemper Corporation,Finance,Property-Casualty Insurers
KMT,Kennametal Inc. Common Stock,Industrials,Industrial Machinery/Components
KMTS,Kestra Medical Technologies Ltd. Common Stock,Health Care,Medical/Dental Instruments
KMX,CarMax Inc,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KN,Knowles Corporation Common Stock,Consumer Staples,Consumer Electronics/Appliances
KNF,Knife Riv Holding Co. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
KNSA,Kiniksa Pharmaceuticals International plc Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
KNSL,Kinsale Capital Group Inc. Common Stock,Finance,Property-Casualty Insurers
KNTK,Kinetik Holdings Inc. Class A Common Stock,Utilities,Natural Gas Distribution
KNX,Knight-Swift Transportation Holdings Inc.,Industrials,Trucking Freight/Courier Services
KO,Coca-Cola Company (The) Common Stock,Consumer Staples,Beverages (Production/Distribution)
KOD,Kodiak Sciences Inc Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KODK,Eastman Kodak Company Common New,Consumer Discretionary,Industrial Machinery/Components
KOP,Koppers Holdings Inc. Common Stock,Basic Materials,Forest Products
KOPN,Kopin Corporation Common Stock,Technology,Semiconductors
KORE,KORE Group Holdings Inc. Common Stock,Telecommunications,Telecommunications Equipment
KOSS,Koss Corporation Common Stock,Consumer Staples,Consumer Electronics/Appliances
KOYN,CSLM Digital Asset Acquisition Corp III Class A Ordinary Shares,,
KOYNU,CSLM Digital Asset Acquisition Corp III Units,,
KPLT,Katapult Holdings Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
KPLTW,Katapult Holdings Inc. Warrant,Consumer Discretionary,Diversified Commercial Services
KPRX,Kiora Pharmaceuticals Inc.  Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KPTI,Karyopharm Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KR,Kroger Company (The) Common Stock,Consumer Staples,Food Chains
KRAQ,KRAKacquisition Corp Class A Ordinary Shares,,
KRAQU,KRAKacquisition Corp Unit,,
KRAQW,KRAKacquisition Corp Warrants,,
KRC,Kilroy Realty Corporation Common Stock,Real Estate,Real Estate Investment Trusts
KREF,KKR Real Estate Finance Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
KREF^A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,,
KRG,Kite Realty Group Trust Common Stock,Real Estate,Real Estate Investment Trusts
KRMD,KORU Medical Systems Inc. Common Stock (DE),Health Care,Medical/Dental Instruments
KRMN,Karman Holdings Inc. Common Stock,Industrials,Military/Government/Technical
KRNY,Kearny Financial Corp Common Stock,Finance,Savings Institutions
KRO,Kronos Worldwide Inc Common Stock,Basic Materials,Major Chemicals
KROS,Keros Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,Energy,Oil & Gas Production
KRRO,Korro Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KRT,Karat Packaging Inc. Common Stock,Industrials,Plastic Products
KRUS,Kura Sushi USA Inc. Class A Common Stock,Consumer Discretionary,Restaurants
KRYS,Krystal Biotech Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSCP,Knightscope Inc. Class A Common Stock,Telecommunications,Telecommunications Equipment
KSS,Kohl's Corporation Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
KTB,Kontoor Brands Inc. Common Stock ,Industrials,Garments and Clothing
KTCC,Key Tronic Corporation Common Stock,Technology,Electrical Products
KTF,DWS Municipal Income Trust,Finance,Finance Companies
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,Finance,Finance: Consumer Services
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),Finance,Finance: Consumer Services
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,Industrials,Military/Government/Technical
KTTA,Pasithea Therapeutics Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KTTAW,Pasithea Therapeutics Corp. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
KULR,KULR Technology Group Inc. Common Stock,Technology,Electrical Products
KURA,Kura Oncology Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KUST,Kustom Entertainment Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
KVAC,Keen Vision Acquisition Corporation Ordinary Shares,,
KVACU,Keen Vision Acquisition Corporation Units,,
KVACW,Keen Vision Acquisition Corporation Warrant,,
KVHI,KVH Industries Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
KVUE,Kenvue Inc. Common Stock,Consumer Discretionary,Specialty Chemicals
KVYO,Klaviyo Inc. Series A Common Stock,Technology,Computer Software: Prepackaged Software
KW,Kennedy-Wilson Holdings Inc. Common Stock,Finance,Real Estate
KWR,Quaker Houghton Common Stock,Industrials,Major Chemicals
KYMR,Kymera Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,Finance,Finance/Investors Services
KYNB,Kyntra Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KYTX,Kyverna Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
L,Loews Corporation Common Stock,Finance,Property-Casualty Insurers
LAB,Standard BioTools Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
LABT,Lakewood-Amedex Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LAD,Lithia Motors Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
LADR,Ladder Capital Corp Class A Common Stock,Real Estate,Real Estate Investment Trusts
LAKE,Lakeland Industries Inc. Common Stock,Health Care,Industrial Specialties
LAMR,Lamar Advertising Company Class A Common Stock,Real Estate,Real Estate Investment Trusts
LAND,Gladstone Land Corporation Common Stock,Real Estate,Real Estate Investment Trusts
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts
LARK,Landmark Bancorp Inc. Common Stock,Finance,Major Banks
LASE,Laser Photonics Corporation Common Stock,Miscellaneous,Industrial Machinery/Components
LASR,nLIGHT Inc. Common Stock,Technology,Semiconductors
LATAW,Galata Acquisition Corp. II Warrant,Finance,Blank Checks
LAUR,Laureate Education Inc. Common Stock,Real Estate,Other Consumer Services
LAW,CS Disco Inc. Common Stock,Technology,Computer Software: Prepackaged Software
LBRDA,Liberty Broadband Corporation Class A Common Stock,Telecommunications,Cable & Other Pay Television Services
LBRDK,Liberty Broadband Corporation Class C Common Stock,Telecommunications,Cable & Other Pay Television Services
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,Telecommunications,Cable & Other Pay Television Services
LBRT,Liberty Energy Inc. Class A common stock,Energy,Oilfield Services/Equipment
LBRX,LB Pharmaceuticals Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LC,LendingClub Corporation Common Stock,Finance,Finance: Consumer Services
LCCC,Lakeshore Acquisition III Corp. Ordinary Shares,Finance,Blank Checks
LCCCR,Lakeshore Acquisition III Corp. Rights,Finance,Blank Checks
LCID,Lucid Group Inc. Common Stock,Industrials,Auto Manufacturing
LCII,LCI Industries,Consumer Discretionary,Auto Parts:O.E.M.
LCNB,LCNB Corporation Common Stock,Finance,Major Banks
LCTX,Lineage Cell Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LCUT,Lifetime Brands Inc. Common Stock,Consumer Discretionary,Industrial Machinery/Components
LDI,loanDepot Inc. Class A Common Stock,Finance,Finance: Consumer Services
LDOS,Leidos Holdings Inc. Common Stock,Technology,EDP Services
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,Finance,Finance Companies
LE,Lands' End Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
LEA,Lear Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
LECO,Lincoln Electric Holdings Inc. Common Shares,Industrials,Industrial Machinery/Components
LEE,Lee Enterprises Incorporated Common Stock,Consumer Discretionary,Newspapers/Magazines
LEG,Leggett & Platt Incorporated Common Stock,Consumer Discretionary,Home Furnishings
LEGH,Legacy Housing Corporation Common Stock (TX),Consumer Discretionary,Homebuilding
LEGN,Legend Biotech Corporation American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
LEN,Lennar Corporation Class A Common Stock,Consumer Discretionary,Homebuilding
LENZ,LENZ Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
LESL,Leslie's Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
LEU,Centrus Energy Corp. Class A Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LEVI,Levi Strauss & Co Class A Common Stock,Consumer Discretionary,Apparel
LFCR,Lifecore Biomedical Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LFMD,LifeMD Inc. Common Stock,Health Care,Medical/Nursing Services
LFMDP,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock,Health Care,Medical/Nursing Services
LFST,LifeStance Health Group Inc. Common Stock,Health Care,Medical/Nursing Services
LFT,Lument Finance Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
LFT^A,Lument Finance Trust Inc. 7.875% Series A Cumulative Redeemable Preferred Stock,,
LFUS,Littelfuse Inc. Common Stock,Energy,Electrical Products
LFVN,Lifevantage Corporation Common Stock (Delaware),Health Care,Biotechnology: Pharmaceutical Preparations
LGI,Lazard Global Total Return and Income Fund Common Stock,,
LGIH,LGI Homes Inc. Common Stock,Consumer Discretionary,Homebuilding
LGL,LGL Group Inc. (The) Common Stock,Technology,Industrial Machinery/Components
LGN,Legence Corp. Class A Common stock,Consumer Discretionary,Engineering & Construction
LGND,Ligand Pharmaceuticals Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LGVN,Longeveron Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LH,Labcorp Holdings Inc. Common Stock,Health Care,Medical Specialities
LHAI,Linkhome Holdings Inc. Common stock,Finance,Real Estate
LHX,L3Harris Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components
LIDR,AEye Inc. Class A Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
LIDRW,AEye Inc. Warrant,Consumer Discretionary,Auto Parts:O.E.M.
LIEN,Chicago Atlantic BDC Inc. Common Stock,Finance,Finance: Consumer Services
LIF,Life360 Inc. Common Stock,Technology,EDP Services
LIFE,Ethos Technologies Inc. Class A Common Stock,Finance,Specialty Insurers
LII,Lennox International Inc. Common Stock,Industrials,Industrial Machinery/Components
LILA,Liberty Latin America Ltd. Class A Common Stock,Telecommunications,Cable & Other Pay Television Services
LILAK,Liberty Latin America Ltd. Class C Common Stock,Telecommunications,Cable & Other Pay Television Services
LIMN,Liminatus Pharma Inc. Class A Common Stock,,
LIMNW,Liminatus Pharma Inc. Warrants,,
LIN,Linde plc Ordinary Shares,Basic Materials,Major Chemicals
LINC,Lincoln Educational Services Corporation Common Stock,Real Estate,Other Consumer Services
LIND,Lindblad Expeditions Holdings Inc. Common Stock,Consumer Discretionary,Transportation Services
LINE,Lineage Inc. Common Stock,Real Estate,Real Estate Investment Trusts
LINK,Interlink Electronics Inc. Common Stock,Technology,Computer peripheral equipment
LITE,Lumentum Holdings Inc. Common Stock,Telecommunications,Telecommunications Equipment
LITS,Lite Strategy Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LIVE,Live Ventures Incorporated Common Stock,Consumer Discretionary,Other Specialty Stores
LIXT,Lixte Biotechnology Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LKFN,Lakeland Financial Corporation Common Stock,Finance,Major Banks
LKQ,LKQ Corporation Common Stock,Consumer Discretionary,Motor Vehicles
LKSP,Lake Superior Acquisition Corp. Class A Ordinary Shares,,
LKSPR,Lake Superior Acquisition Corp. Rights,,
LKSPU,Lake Superior Acquisition Corp. Units,,
LLY,Eli Lilly and Company Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LLYVA,Liberty Live Holdings Inc. Series A Liberty Live Group Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
LLYVK,Liberty Live Holdings Inc. Series C Liberty Live Group Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
LMAT,LeMaitre Vascular Inc. Common Stock,Health Care,Medical/Dental Instruments
LMB,Limbach Holdings Inc. Common Stock,Consumer Discretionary,Engineering & Construction
LMFA,LM Funding America Inc. Common Stock,Finance,Finance: Consumer Services
LMND,Lemonade Inc. Common Stock,Finance,Property-Casualty Insurers
LMNR,Limoneira Co Common Stock,Consumer Staples,Farming/Seeds/Milling
LMRI,Lumexa Imaging Holdings Inc. Common Stock,Health Care,Medical Specialities
LMT,Lockheed Martin Corporation Common Stock,Industrials,Military/Government/Technical
LNAI,Lunai Bioworks Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LNC,Lincoln National Corporation Common Stock,Finance,Life Insurance
LNC^D,Lincoln National Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 9.000% Non-Cumulative Preferred Stock Series D,,
LNG,Cheniere Energy Inc. Common Stock,Utilities,Oil/Gas Transmission
LNN,Lindsay Corporation Common Stock,Industrials,Industrial Machinery/Components
LNSR,LENSAR Inc. Common Stock,Health Care,Medical/Dental Instruments
LNT,Alliant Energy Corporation Common Stock,Utilities,Power Generation
LNTH,Lantheus Holdings Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LNZA,LanzaTech Global Inc. Common Stock,Industrials,Major Chemicals
LNZAW,LanzaTech Global Inc. Warrant,Industrials,Major Chemicals
LOAN,Manhattan Bridge Capital Inc,Real Estate,Real Estate Investment Trusts
LOAR,Loar Holdings Inc. Common Stock,Industrials,Military/Government/Technical
LOB,Live Oak Bancshares Inc. Common Stock,Finance,Major Banks
LOB^A,Live Oak Bancshares Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 8.375% Fixed Rate Series A Non-Cumulative Perpetual Preferred Stock,,
LOCO,El Pollo Loco Holdings Inc. Common Stock,Consumer Discretionary,Restaurants
LODE,Comstock Inc. Common Stock,Industrials,Major Chemicals
LOGI,Logitech International S.A. Ordinary Shares,Technology,Computer peripheral equipment
LOKV,Live Oak Acquisition Corp. V Class A Ordinary Shares,,
LOKVW,Live Oak Acquisition Corp. V Warrants,,
LONA,LeonaBio Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LOPE,Grand Canyon Education Inc. Common Stock,Real Estate,Other Consumer Services
LOVE,The Lovesac Company Common Stock,Consumer Discretionary,Other Specialty Stores
LOW,Lowe's Companies Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials
LPAA,Launch One Acquisition Corp. Class A Ordinary shares,,
LPAAW,Launch One Acquisition Corp. Warrant,Finance,Blank Checks
LPBB,Launch Two Acquisition Corp. Class A Ordinary Shares,,
LPBBW,Launch Two Acquisition Corp. Warrant,,
LPCN,Lipocine Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LPCV,Launchpad Cadenza Acquisition Corp I Class A Ordinary Share,,
LPCVU,Launchpad Cadenza Acquisition Corp I Unit,Finance,Blank Checks
LPCVW,Launchpad Cadenza Acquisition Corp I Warrant,,
LPG,Dorian LPG Ltd. Common Stock,Consumer Discretionary,Marine Transportation
LPLA,LPL Financial Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
LPRO,Open Lending Corporation Common Stock,Finance,Finance: Consumer Services
LPSN,LivePerson Inc. Common Stock,Technology,Computer Software: Prepackaged Software
LPTH,LightPath Technologies Inc. Class A Common Stock,Technology,Semiconductors
LPX,Louisiana-Pacific Corporation Common Stock,Basic Materials,Forest Products
LQDA,Liquidia Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LQDT,Liquidity Services Inc. Common Stock,Real Estate,Real Estate
LRCX,Lam Research Corporation Common Stock,Technology,Industrial Machinery/Components
LRHC,La Rosa Holdings Corp. Common Stock,Finance,Real Estate
LRMR,Larimar Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LRN,Stride Inc. Common Stock,Real Estate,Other Consumer Services
LSBK,Lake Shore Bancorp Inc. Common Stock,Finance,Savings Institutions
LSCC,Lattice Semiconductor Corporation Common Stock,Technology,Semiconductors
LSH,Lakeside Holding Limited Common Stock,,
LSTA,Lisata Therapeutics Inc. Common Stock,Health Care,Misc Health and Biotechnology Services
LSTR,Landstar System Inc. Common Stock,Industrials,Trucking Freight/Courier Services
LTBR,Lightbridge Corporation Common Stock,Consumer Discretionary,Professional Services
LTC,LTC Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
LTH,Life Time Group Holdings Inc. Common Stock,Consumer Discretionary,Hotels/Resorts
LTRN,Lantern Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LTRX,Lantronix Inc. Common Stock,Telecommunications,Computer Communications Equipment
LTRYW,Sports Entertainment Gaming Global Corporation Warrants,Technology,Computer Software: Prepackaged Software
LUCD,Lucid Diagnostics Inc. Common Stock,Health Care,Medical/Dental Instruments
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
LUCY,Innovative Eyewear Inc. Common Stock,Health Care,Ophthalmic Goods
LUCYW,Innovative Eyewear Inc. Series A Warrants 8/16/27,Health Care,Ophthalmic Goods
LUMN,Lumen Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment
LUNG,Pulmonx Corporation Common Stock,Health Care,Medical/Dental Instruments
LUNR,Intuitive Machines Inc. Class A Common Stock,Industrials,Industrial Machinery/Components
LUV,Southwest Airlines Company Common Stock,Consumer Discretionary,Air Freight/Delivery Services
LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
LVO,LiveOne Inc. Common Stock,Consumer Discretionary,Restaurants
LVS,Las Vegas Sands Corp. Common Stock,Consumer Discretionary,Hotels/Resorts
LVWR,LiveWire Group Inc. Common Stock,Consumer Discretionary,Motor Vehicles
LW,Lamb Weston Holdings Inc. Common Stock ,Consumer Staples,Packaged Foods
LWAC,LightWave Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
LWACU,LightWave Acquisition Corp. Units,Finance,Blank Checks
LWAY,Lifeway Foods Inc. Common Stock,Consumer Staples,Packaged Foods
LWLG,Lightwave Logic Inc. Common Stock,Industrials,Containers/Packaging
LXEO,Lexeo Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LXP,LXP Industrial Trust Common Stock (Maryland REIT),Real Estate,Real Estate Investment Trusts
LXP^C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,,
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LXU,LSB Industries Inc. Common Stock,Basic Materials,Major Chemicals
LYEL,Lyell Immunopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LYFT,Lyft Inc. Class A Common Stock,Real Estate,Real Estate
LYTS,LSI Industries Inc. Common Stock,Consumer Discretionary,Building Products
LYV,Live Nation Entertainment Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
LZ,LegalZoom.com Inc. Common Stock,Technology,EDP Services
LZB,La-Z-Boy Incorporated Common Stock,Consumer Discretionary,Home Furnishings
M,Macy's Inc Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
MA,Mastercard Incorporated Common Stock,Real Estate,Real Estate
MAA,Mid-America Apartment Communities Inc. Common Stock,Real Estate,Real Estate Investment Trusts
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,,
MAC,Macerich Company (The) Common Stock,Real Estate,Real Estate Investment Trusts
MACI,Melar Acquisition Corp. I Class A Ordinary Shares,,
MAGN,Magnera Corporation Common Stock,Basic Materials,Paper
MAIN,Main Street Capital Corporation Common Stock,Finance,Finance/Investors Services
MAMA,Mama's Creations Inc. Common Stock,Consumer Staples,Specialty Foods
MAMO,Massimo Group Common Stock,Consumer Discretionary,Industrial Specialties
MAN,ManpowerGroup Common Stock,Consumer Discretionary,Professional Services
MANH,Manhattan Associates Inc. Common Stock,Technology,Computer Software: Prepackaged Software
MAR,Marriott International Class A Common Stock,Consumer Discretionary,Hotels/Resorts
MARA,MARA Holdings Inc. Common Stock,Technology,EDP Services
MARPS,Marine Petroleum Trust Units of Beneficial Interest,Energy,Oil & Gas Production
MAS,Masco Corporation Common Stock,Industrials,Industrial Specialties
MASI,Masimo Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MASS,908 Devices Inc. Common Stock,Industrials,Industrial Machinery/Components
MAT,Mattel Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
MATV,Mativ Holdings Inc. Common Stock,Basic Materials,Paper
MATW,Matthews International Corporation Class A Common Stock,Telecommunications,Metal Fabrications
MATX,Matson Inc. Common Stock,Consumer Discretionary,Marine Transportation
MAX,MediaAlpha Inc. Class A Common Stock,Real Estate,Real Estate
MAYS,J. W. Mays Inc. Common Stock,Real Estate,Building operators
MAZE,Maze Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBAV,M3-Brigade Acquisition V Corp. Class A Ordinary shares,,
MBAVW,M3-Brigade Acquisition V Corp. Warrant,Finance,Blank Checks
MBBC,Marathon Bancorp Inc. Common Stock,Finance,Banks
MBC,MasterBrand Inc. Common Stock,Consumer Discretionary,Home Furnishings
MBI,MBIA Inc. Common Stock,Finance,Property-Casualty Insurers
MBIN,Merchants Bancorp Common Stock,Finance,Major Banks
MBINL,Merchants Bancorp Depositary Shares Each Representing a 1/40thInterest in a Share of 7.25% Fixed Rate Series E Non-CumulativePerpetual Preferred Stock without par value,Finance,Major Banks
MBINM,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks
MBINN,Merchants Bancorp Depositary Shares Preferred Series C,Finance,Major Banks
MBIO,Mustang Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MBNKO,Medallion Bank Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series G par value $1.00 per share,Finance,Commercial Banks
MBRX,Moleculin Biotech Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MBUU,Malibu Boats Inc. Class A Common Stock,Industrials,Marine Transportation
MBVI,M3-Brigade Acquisition VI Corp. Class A Ordinary Shares,,
MBVIU,M3-Brigade Acquisition VI Corp. Units,Finance,Blank Checks
MBVIW,M3-Brigade Acquisition VI Corp. Warrant,,
MBWM,Mercantile Bank Corporation Common Stock,Finance,Major Banks
MBX,MBX Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MC,Moelis & Company Class A Common Stock,Finance,Investment Managers
MCAHU,Mountain Crest Acquisition 6 Corp. Units,,
MCB,Metropolitan Bank Holding Corp. Common Stock,Finance,Major Banks
MCBS,MetroCity Bankshares Inc. Common Stock,Finance,Major Banks
MCD,McDonald's Corporation Common Stock,Consumer Discretionary,Restaurants
MCFT,MasterCraft Boat Holdings Inc. Common Stock,Industrials,Marine Transportation
MCGA,Yorkville Acquisition Corp. Class A Ordinary Share,Utilities,Electric Utilities: Central
MCGAU,Yorkville Acquisition Corp. Unit,Finance,Blank Checks
MCGAW,Yorkville Acquisition Corp. Warrant,,
MCHB,Mechanics Bancorp Class A Common Stock,Finance,Major Banks
MCHP,Microchip Technology Incorporated Common Stock,Technology,Semiconductors
MCHPP,Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,Technology,Semiconductors
MCHX,Marchex Inc. Class B Common Stock,Technology,Computer Software: Prepackaged Software
MCI,Barings Corporate Investors Common Stock,Finance,Trusts Except Educational Religious and Charitable
MCK,McKesson Corporation Common Stock,Health Care,Other Pharmaceuticals
MCN,XAI Madison Equity Premium Income Fund Common Shares,,
MCO,Moody's Corporation Common Stock,Finance,Finance: Consumer Services
MCR,MFS Charter Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
MCRB,Seres Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MCRI,Monarch Casino & Resort Inc. Common Stock,Consumer Discretionary,Hotels/Resorts
MCS,Marcus Corporation (The) Common Stock,Consumer Discretionary,Movies/Entertainment
MCW,Mister Car Wash Inc. Common Stock,Consumer Discretionary,Automotive Aftermarket
MCY,Mercury General Corporation Common Stock,Finance,Property-Casualty Insurers
MD,Pediatrix Medical Group Inc. Common Stock,Health Care,Hospital/Nursing Management
MDAI,Spectral AI Inc. Class A Common Stock,Health Care,Medical/Dental Instruments
MDAIW,Spectral AI Inc. Warrants,Health Care,Medical/Dental Instruments
MDB,MongoDB Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
MDBH,MDB Capital Holdings LLC Class A common,Finance,Finance: Consumer Services
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MDIA,Mediaco Holding Inc. Class A Common Stock ,Consumer Discretionary,Broadcasting
MDLN,Medline Inc. Class A Common Stock,Health Care,Medical/Dental Instruments
MDLZ,Mondelez International Inc. Class A Common Stock,Consumer Staples,Packaged Foods
MDRR,Medalist Diversified Inc. Common Stock,Real Estate,Real Estate Investment Trusts
MDT,Medtronic plc. Ordinary Shares,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,MDU Resources Group Inc. Common Stock (Holding Company),Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MDV,Modiv Industrial Inc. Class C Common Stock,Real Estate,Real Estate Investment Trusts
MDV^A,Modiv Industrial Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,,
MDXG,MiMedx Group Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MEC,Mayville Engineering Company Inc. Common Stock,Industrials,Industrial Specialties
MED,MEDIFAST INC Common Stock,Consumer Staples,Packaged Foods
MEDP,Medpace Holdings Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund Common Shares,Finance,Investment Managers
MEHA,Functional Brands Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
MEI,Methode Electronics Inc. Common Stock,Technology,Electrical Products
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,,
MESH,Meshflow Acquisition Corp. Class A Ordinary Shares,,
MESHU,Meshflow Acquisition Corp. Units,,
MESHW,Meshflow Acquisition Corp. Warrants,,
MET,MetLife Inc. Common Stock,Finance,Life Insurance
MET^A,MetLife Inc. Preferred Series A Floating Rate,,
MET^E,MetLife Inc. Depositary Shares ,,
